"id" "noj" "tstart" "tfin" "sex" "ti" "tb" "te" "pres" "edu" "tfp" "des" "cohorte" "lfx" "pnoj"
"408" 143 1 712 729 2 982 501 712 34 11 18 1 2 0 0
"409" 143 2 730 982 2 982 501 712 53 11 253 0 2 18 1
"410" 144 1 814 833 1 982 593 814 30 11 20 1 3 0 0
"411" 144 2 837 982 1 982 593 814 30 11 146 0 3 23 1
"412" 145 1 808 879 1 982 597 808 55 19 72 1 3 0 0
"413" 145 2 980 982 1 982 597 808 68 19 3 0 3 172 1
"414" 146 1 808 819 1 982 604 808 44 11 12 1 3 0 0
"415" 146 2 841 870 1 982 604 808 44 11 30 1 3 33 1
"416" 146 3 883 926 1 982 604 808 55 11 44 1 3 75 2
"417" 146 4 927 982 1 982 604 808 55 11 56 0 3 119 3
"418" 147 1 580 639 2 982 379 580 28 11 60 1 1 0 0
"419" 147 2 640 702 2 982 379 580 49 11 63 1 1 60 1
"420" 147 3 703 736 2 982 379 580 21 11 34 1 1 123 2
"421" 149 1 688 850 1 982 490 688 40 11 163 1 2 0 0
"422" 149 2 851 920 1 982 490 688 40 11 70 1 2 163 1
"423" 149 3 921 943 1 982 490 688 55 11 23 1 2 233 2
"424" 149 4 944 982 1 982 490 688 60 11 39 0 2 256 3
"425" 150 1 809 843 1 982 601 809 42 11 35 1 3 0 0
"426" 150 2 859 878 1 982 601 809 42 11 20 1 3 50 1
"427" 150 3 879 936 1 982 601 809 31 11 58 1 3 70 2
"428" 150 4 936 982 1 982 601 809 30 11 47 0 3 127 3
"429" 151 1 821 982 1 982 614 821 42 11 162 0 3 0 0
"430" 152 1 533 726 1 982 366 533 40 9 194 1 1 0 0
"431" 152 2 727 982 1 982 366 533 40 9 256 0 1 194 1
"432" 153 1 849 854 2 982 602 849 41 13 6 1 3 0 0
"433" 153 2 855 937 2 982 602 849 41 13 83 1 3 6 1
"434" 155 1 813 865 1 982 596 813 38 11 53 1 3 0 0
"435" 155 2 878 982 1 982 596 813 46 11 105 0 3 65 1
"436" 156 1 580 633 2 982 376 580 32 11 54 1 1 0 0
"437" 156 2 634 671 2 982 376 580 32 11 38 1 1 54 1
"438" 157 1 837 887 1 982 598 837 34 12 51 1 3 0 0
"439" 157 2 925 982 1 982 598 837 34 12 58 0 3 88 1
"440" 158 1 613 640 2 982 381 613 22 9 28 1 1 0 0
"441" 159 1 580 697 2 982 376 580 22 11 118 1 1 0 0
"442" 160 1 717 728 2 982 499 717 49 11 12 1 2 0 0
"443" 160 2 729 759 2 982 499 717 49 11 31 1 2 12 1
"444" 160 3 790 819 2 982 499 717 49 11 30 1 2 73 2
"445" 160 4 853 907 2 982 499 717 49 11 55 1 2 136 3
"446" 160 5 908 982 2 982 499 717 49 11 75 0 2 191 4
"447" 161 1 625 633 2 982 349 625 22 19 9 1 1 0 0
"448" 161 2 732 736 2 982 349 625 34 19 5 1 1 107 1
"449" 162 1 700 711 2 982 497 700 22 11 12 1 2 0 0
"450" 162 2 712 725 2 982 497 700 22 11 14 1 2 12 1
"451" 162 3 726 738 2 982 497 700 22 11 13 1 2 26 2
"452" 163 1 640 667 2 982 362 640 57 9 28 1 1 0 0
"453" 163 2 668 691 2 982 362 640 57 9 24 1 1 28 1
"454" 163 3 692 982 2 982 362 640 57 9 291 0 1 52 2
"455" 164 1 557 678 1 982 380 557 40 9 122 1 1 0 0
"456" 164 2 679 982 1 982 380 557 40 9 304 0 1 122 1
"457" 165 1 680 704 2 982 482 680 32 9 25 1 2 0 0
"458" 165 2 786 982 2 982 482 680 30 9 197 0 2 106 1
"459" 166 1 809 822 2 982 603 809 32 11 14 1 3 0 0
"460" 166 2 823 858 2 982 603 809 20 11 36 1 3 14 1
"461" 167 1 532 541 2 982 361 532 22 9 10 1 1 0 0
"462" 167 2 542 552 2 982 361 532 20 9 11 1 1 10 1
"463" 167 3 553 584 2 982 361 532 20 9 32 1 1 21 2
"464" 168 1 820 916 2 983 611 820 41 11 97 1 3 0 0
"465" 168 2 958 982 2 983 611 820 45 11 25 1 3 138 1
"466" 169 1 820 942 2 982 621 820 34 9 123 1 3 0 0
"467" 169 2 943 960 2 982 621 820 34 9 18 1 3 123 1
"468" 169 3 961 982 2 982 621 820 34 9 22 0 3 141 2
"469" 170 1 552 555 2 982 369 552 22 9 4 1 1 0 0
"470" 170 2 579 597 2 982 369 552 26 9 19 1 1 27 1
"471" 170 3 598 628 2 982 369 552 26 9 31 1 1 46 2
"472" 170 4 629 654 2 982 369 552 26 9 26 1 1 77 3
"473" 170 5 655 982 2 982 369 552 32 9 328 0 1 103 4
"474" 171 1 652 676 1 982 482 652 32 9 25 1 2 0 0
"475" 171 2 677 698 1 982 482 652 32 9 22 1 2 25 1
"476" 171 3 699 771 1 982 482 652 31 9 73 1 2 47 2
"477" 171 4 772 810 1 982 482 652 31 9 39 1 2 120 3
"478" 171 5 811 830 1 982 482 652 31 9 20 1 2 159 4
"479" 171 6 831 840 1 982 482 652 31 9 10 1 2 179 5
"480" 171 7 841 982 1 982 482 652 31 9 142 0 2 189 6
"481" 172 1 820 846 1 982 612 820 41 11 27 1 3 0 0
"482" 172 2 865 939 1 982 612 820 41 11 75 1 3 45 1
"483" 172 3 940 946 1 982 612 820 41 11 7 1 3 120 2
"484" 172 4 947 982 1 982 612 820 41 11 36 0 3 127 3
"485" 173 1 654 663 1 982 471 654 22 11 10 1 2 0 0
"486" 173 2 707 720 1 982 471 654 42 11 14 1 2 53 1
"487" 173 3 736 868 1 982 471 654 42 11 133 1 2 82 2
"488" 173 4 900 924 1 982 471 654 34 11 25 1 2 246 3
"489" 173 5 925 948 1 982 471 654 34 11 24 1 2 271 4
"490" 173 6 949 982 1 982 471 654 34 11 34 0 2 295 5
"491" 174 1 533 544 2 982 364 533 22 9 12 1 1 0 0
"492" 174 2 558 571 2 982 364 533 18 9 14 1 1 25 1
"493" 174 3 593 618 2 982 364 533 34 9 26 1 1 60 2
"494" 174 4 619 689 2 982 364 533 34 9 71 1 1 86 3
"495" 175 1 822 861 1 983 617 822 41 11 40 1 3 0 0
"496" 175 2 862 980 1 983 617 822 46 11 119 1 3 40 1
"497" 175 3 981 983 1 983 617 822 48 11 3 0 3 159 2
"498" 176 1 551 564 2 982 384 551 32 9 14 1 1 0 0
"499" 176 2 565 573 2 982 384 551 32 9 9 1 1 14 1
"500" 176 3 574 600 2 982 384 551 32 9 27 1 1 23 2
"501" 176 4 601 626 2 982 384 551 32 9 26 1 1 50 3
"502" 177 1 700 704 2 983 484 700 55 11 5 1 2 0 0
"503" 177 2 705 723 2 983 484 700 55 11 19 1 2 5 1
"504" 177 3 724 735 2 983 484 700 22 11 12 1 2 24 2
"505" 177 4 736 772 2 983 484 700 55 11 37 1 2 36 3
"506" 178 1 605 633 1 983 376 605 29 19 29 1 1 0 0
"507" 178 2 730 745 1 983 376 605 78 19 16 1 1 125 1
"508" 178 3 746 812 1 983 376 605 78 19 67 1 1 141 2
"509" 178 4 813 835 1 983 376 605 69 19 23 1 1 208 3
"510" 178 5 836 861 1 983 376 605 78 19 26 1 1 231 4
"511" 178 6 862 983 1 983 376 605 78 19 122 0 1 257 5
"512" 179 1 716 804 2 982 377 716 57 19 89 1 1 0 0
"513" 179 2 805 872 2 982 377 716 57 19 68 1 1 89 1
"514" 179 3 873 968 2 982 377 716 57 19 96 1 1 157 2
"515" 179 4 969 982 2 982 377 716 57 19 14 0 1 253 3
"516" 180 1 656 675 1 982 488 656 40 11 20 1 2 0 0
"517" 180 2 712 738 1 982 488 656 34 11 27 1 2 56 1
"518" 180 3 757 982 1 982 488 656 34 11 226 0 2 101 2
"519" 181 1 548 567 1 982 372 548 40 11 20 1 1 0 0
"520" 181 2 604 953 1 982 372 548 37 11 350 1 1 56 1
"521" 181 3 954 982 1 982 372 548 38 11 29 0 1 406 2
"522" 182 1 681 712 1 982 479 681 46 11 32 1 2 0 0
"523" 182 2 713 787 1 982 479 681 36 11 75 1 2 32 1
"524" 182 3 788 982 1 982 479 681 32 11 195 0 2 107 2
"525" 183 1 856 872 2 982 617 856 37 12 17 1 3 0 0
"526" 183 2 873 900 2 982 617 856 37 12 28 1 3 17 1
"527" 183 3 929 957 2 982 617 856 54 12 29 1 3 73 2
"528" 183 4 958 982 2 982 617 856 54 12 25 0 3 102 3
"529" 184 1 813 863 2 982 595 813 34 12 51 1 3 0 0
"530" 185 1 764 816 2 982 592 764 40 9 53 1 3 0 0
"531" 185 2 817 819 2 982 592 764 40 9 3 1 3 53 1
"532" 185 3 820 837 2 982 592 764 40 9 18 1 3 56 2
"533" 185 4 838 849 2 982 592 764 31 9 12 1 3 74 3
"534" 185 5 859 982 2 982 592 764 32 9 124 0 3 95 4
"535" 186 1 679 738 2 982 492 679 41 9 60 1 2 0 0
"536" 186 2 787 813 2 982 492 679 34 9 27 1 2 108 1
"537" 186 3 817 855 2 982 492 679 34 9 39 1 2 138 2
"538" 186 4 856 879 2 982 492 679 41 9 24 1 2 177 3
"539" 186 5 880 903 2 982 492 679 41 9 24 1 2 201 4
"540" 186 6 904 939 2 982 492 679 41 9 36 1 2 225 5
"541" 186 7 940 982 2 982 492 679 44 9 43 0 2 261 6
"542" 187 1 844 876 1 982 623 844 44 11 33 1 3 0 0
"543" 187 2 877 982 1 982 623 844 38 11 106 0 3 33 1
"544" 188 1 705 816 2 982 500 705 26 11 112 1 2 0 0
"545" 188 2 834 843 2 982 500 705 26 11 10 1 2 129 1
"546" 188 3 964 982 2 982 500 705 32 11 19 0 2 259 2
"547" 189 1 736 982 1 982 482 736 38 11 247 0 2 0 0
"548" 190 1 724 737 2 982 495 724 34 11 14 1 2 0 0
"549" 190 2 849 982 2 982 495 724 32 11 134 0 2 125 1
"550" 191 1 693 717 2 982 473 693 34 10 25 1 2 0 0
"551" 191 2 721 768 2 982 473 693 34 10 48 1 2 28 1
"552" 191 3 958 982 2 982 473 693 44 10 25 0 2 265 2
"553" 192 1 579 982 1 982 378 579 21 11 404 0 1 0 0
"554" 193 1 709 732 2 982 494 709 40 11 24 1 2 0 0
"555" 193 2 733 756 2 982 494 709 32 11 24 1 2 24 1
"556" 193 3 759 899 2 982 494 709 40 11 141 1 2 50 2
"557" 193 4 915 968 2 982 494 709 26 11 54 1 2 206 3
"558" 193 5 969 971 2 982 494 709 21 11 3 1 2 260 4
"559" 193 6 976 982 2 982 494 709 20 11 7 0 2 267 5
"560" 194 1 844 852 1 982 612 844 40 11 9 1 3 0 0
"561" 194 2 853 861 1 982 612 844 40 11 9 1 3 9 1
"562" 194 3 862 891 1 982 612 844 41 11 30 1 3 18 2
"563" 194 4 897 903 1 982 612 844 41 11 7 1 3 53 3
"564" 194 5 911 925 1 982 612 844 34 11 15 1 3 67 4
"565" 194 6 939 942 1 982 612 844 41 11 4 1 3 95 5
"566" 194 7 956 972 1 982 612 844 34 11 17 1 3 112 6
"567" 194 8 973 982 1 982 612 844 21 11 10 0 3 129 7
"568" 195 1 725 783 2 982 495 725 40 11 59 1 2 0 0
"569" 195 2 784 830 2 982 495 725 40 11 47 1 2 59 1
"570" 196 1 603 750 1 982 373 603 40 11 148 1 1 0 0
"571" 196 2 751 982 1 982 373 603 40 11 232 0 1 148 1
"572" 197 1 640 654 2 983 376 640 48 13 15 1 1 0 0
"573" 197 2 655 666 2 983 376 640 41 13 12 1 1 15 1
"574" 197 3 667 801 2 983 376 640 48 13 135 1 1 27 2
"575" 198 1 582 606 1 983 374 582 35 11 25 1 1 0 0
"576" 198 2 607 983 1 983 374 582 42 11 377 0 1 25 1
"577" 199 1 718 774 1 983 493 718 43 11 57 1 2 0 0
"578" 199 2 775 944 1 983 493 718 31 11 170 1 2 57 1
"579" 199 3 945 983 1 983 493 718 30 11 39 0 2 227 2
"580" 200 1 825 843 1 983 611 825 38 11 19 1 3 0 0
"581" 200 2 865 888 1 983 611 825 38 11 24 1 3 40 1
"582" 200 3 949 983 1 983 611 825 46 11 35 0 3 124 2
"583" 202 1 819 844 2 983 595 819 29 11 26 1 3 0 0
"584" 202 2 845 846 2 983 595 819 32 11 2 1 3 26 1
"585" 202 3 847 882 2 983 595 819 29 11 36 1 3 28 2
"586" 202 4 883 983 2 983 595 819 29 11 101 0 3 64 3
"587" 203 1 935 937 2 983 618 935 57 19 3 1 3 0 0
"588" 203 2 938 943 2 983 618 935 22 19 6 1 3 3 1
"589" 203 3 944 983 2 983 618 935 57 19 40 0 3 9 2
"590" 204 1 954 983 1 983 620 954 70 19 30 0 3 0 0
"591" 205 1 837 864 2 983 598 837 61 12 28 1 3 0 0
"592" 205 2 865 983 2 983 598 837 61 12 119 0 3 28 1
"593" 206 1 542 576 1 982 372 542 33 11 35 1 1 0 0
"594" 206 2 577 610 1 982 372 542 32 11 34 1 1 35 1
"595" 206 3 686 804 1 982 372 542 30 11 119 1 1 144 2
"596" 206 4 805 870 1 982 372 542 33 11 66 1 1 263 3
"597" 206 5 871 982 1 982 372 542 30 11 112 0 1 329 4
"598" 207 1 880 982 1 982 609 880 40 12 103 0 3 0 0
"599" 208 1 715 736 2 982 485 715 32 11 22 1 2 0 0
"600" 208 2 743 755 2 982 485 715 32 11 13 1 2 28 1
